county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,conditions,uv_index,visibility,wind_bearing,wind_speed
Crawford County,Missouri,Winter,,,,,62432,Class A,,,,,,,,,,,,,,,,,,
Crawford County,Missouri,Summer,Report 48655: Recollection of seeing a huge bipedal shadow while camping that steals food near Steelville,37.93125,-91.33569,8/15/1997,48655,Class B,9yxpc95ms1,89.7,83.6,77.1,71.7,68.1,76,0.41,0,0,,1006.3,Partly cloudy throughout the day.,Partially cloudy,,6.8,210.8,21.9
Crawford County,Missouri,Summer,Report 6775: Child has daylight sighting along Meramec River,38.11203,-91.1569,12/5/2004,6775,Class B,9yz0vdjddm,49.2,41.2,30.3,36.8,84.9,51.9,0.79,0.217,100,['rain'],1014,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,8.4,151.6,13.7
Crawford County,Missouri,Fall,Report 27089: Nighttime sighting at City Lake Park outside Sullivan,38.2081,-91.16042,10/15/2009,27089,Class A,9yz1mee426,49,46.7,45.3,43.6,89,100,0.91,0.231,100,['rain'],1012.8,Cloudy skies throughout the day with rain.,"Rain, Overcast",,6.9,339.8,10.7
Crawford County,Missouri,Summer,Report 50717: Man recalls primate-like vocalization and rocks thrown at a fishing area in the Rvierside Conservation Area,37.99225,-91.42575,6/1/2010,50717,Class B,9yybps3bcs,86,76,63.7,66.6,74.3,13.4,0.65,0.004,100,['rain'],1011.1,Clear conditions throughout the day with early morning rain.,Rain,9,9.3,192.6,10.5
Crawford County,Missouri,Summer,Report 74675: YESTERDAY !! Fisherman sees large rock thrown at location of previous incident on Meramec River,37.99211,-91.42499,7/5/2022,74675,Class B,9yybps6256,99.3,87.4,76.9,70.1,60.4,1.9,0.22,0,0,,1013.6,Clear conditions throughout the day.,Clear,10,9.9,225.6,11.1
Dent County,Missouri,Spring,Report 11453: Vocalizations and wood knocking in Mark Twain National Forest.,37.63169,-91.41383,4/15/2005,11453,Class B,9ywypfdkrr,73.5,57.5,39.3,42.6,59.7,0,0.22,0,0,,1024.1,Clear conditions throughout the day.,Clear,,9.9,103.3,10.3
Andrew County,Missouri,Summer,"Report 18219: Motorist sighting near Missouri River Bluffs (@ ""Monkey Mountains"")",39.859,-94.856,7/17/2007,18219,Class A,9zhdc2pgwb,93.8,82.3,70.2,67.6,63.9,0.2,0.1,0,0,,1012.2,Clear conditions throughout the day.,Clear,,9.8,206.9,13.7
Pearl River County,Mississippi,Fall,Report 8429: Afternoon sighting by mother and daughter in Honey Island Swamp,30.46825,-89.6918,10/12/1997,8429,Class B,dj2jr486mt,86.1,79.1,74.1,69.9,74.1,47,0.38,0,0,,1014.7,Partly cloudy throughout the day.,Partially cloudy,,7.9,129.3,14.8
Panola County,Mississippi,Fall,Report 1345: creature leaned on the hood of a car.,34.31605,-89.845,10/16/1997,1345,Class A,dn055x0c7z,0,,0,,,,0.52,,,,,,,,,,
Marshall County,Mississippi,Winter,,,,,27167,Class A,,,,,,,,,,,,,,,,,,
Lowndes County,Mississippi,Unknown,Report 1344: while playing tag with several other children witness saw a white hairy creature.,33.50025,-88.40335,8/6/1978,1344,Class A,djcns6d9he,86.3,77.6,69.2,67.8,73.3,60.8,0.09,0,0,,1019.1,Partly cloudy throughout the day.,Partially cloudy,,4.5,331.8,5.9
Lauderdale County,Mississippi,Summer,"Report 4681: Nighttime sighting by teens, near Meridian",32.2714,-88.7496,8/14/1975,4681,Class A,dj8zs6yd82,91.2,82,73.1,73,75.2,20.2,0.25,0.005,100,['rain'],1018.2,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,5.1,160.4,5.7
Jackson County,Mississippi,Fall,Report 2376: Young couple encounter a rancid smell,30.38345,-88.72985,9/8/2001,2376,Class B,dj2uughukt,82.9,78.3,74.7,74.8,89.3,57.5,0.7,0.024,100,['rain'],1013.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,7.6,110.4,11
Hinds County,Mississippi,Fall,Report 27012: Witnesses tell of a sighting they had as teenagers outside Jackson - w/sketch by artist,32.40191,-90.19371,10/10/1979,27012,Class A,9vzb7ddfy1,62,51.9,43.1,43.7,76.6,72.9,0.66,0.142,100,['rain'],1018.1,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,11.4,19.8,16.1
Hancock County,Mississippi,Summer,"Report 1341: Family witness a large, hair covered creature eating food from their garden.",30.2464,-89.6111,7/1/1975,1341,Class A,dj2k0f5nn1,85.7,78.2,71.6,72.1,82.3,73.8,0.75,0.071,100,['rain'],1017.6,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,6.2,86.6,10.3
George County,Mississippi,Fall,Report 4767: Brothers have nighttime sighting near Leaf River Wildlife Management Area,30.97675,-89.0338,1/13/2005,4767,Class A,dj88jzpsdh,70.6,61.5,53,58.6,90.4,90.4,0.11,0.294,100,['rain'],1012.3,Cloudy skies throughout the day with rain.,"Rain, Overcast",,8.6,180.7,15.1
Franklin County,Mississippi,Winter,Report 12122: Morning sighting by hunter in Homochitto National Forest near Knoxville,31.39275,-91.08505,11/28/1979,12122,Class A,9vx4x6cuh8,65,50,35.9,36.9,64.2,22.9,0.32,0,0,,1023.6,Clearing in the afternoon.,Partially cloudy,,11.7,5.4,25.3
Clarke County,Mississippi,Fall,Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation),32.036,-88.77015,10/10/1987,14144,Class A,dj8y5zzx1x,81.2,59.8,42.2,46.7,68,1.2,0.61,0,0,,1025.8,Clear conditions throughout the day.,Clear,,8.5,40.9,9
Bolivar County,Mississippi,Winter,Report 8732: Motorist has late night sighting of a light colored creature on rural highway,33.56555,-90.8022,1/30/2005,8732,Class A,9vzqvwrve2,46.3,43.2,41.2,37.8,81.2,100,0.68,0,0,,1022.5,Cloudy skies throughout the day.,Overcast,,9.6,30.3,12.6
Attala County,Mississippi,Summer,Report 1339: Creature seen by witnesses,33.10925,-89.59135,1/1/1950,1339,Class A,djbk373e65,46.3,43.2,41.2,37.8,81.2,100,0.68,0,0,,1022.5,Cloudy skies throughout the day.,Overcast,,9.6,30.3,12.6
Amite County,Mississippi,Winter,Report 1338: Several incidents in the East Fork Community,31.1603,-90.71574,1/1/1973,1338,Class A,9vx3r8wcfh,48.6,45.1,39.3,37.9,77.6,95.4,0.9,0,0,,1023.2,Cloudy skies throughout the day.,Overcast,,6.9,24.2,16.1
Clarke County,Mississippi,Fall,Report 13918: Night time sighting by motorists on Highway 512 near Elwood (driver's observation),32.036,-88.77015,10/10/1987,13918,Class A,dj8y5zzx1x,81.2,59.8,42.2,46.7,68,1.2,0.61,0,0,,1025.8,Clear conditions throughout the day.,Clear,,8.5,40.9,9
Clarke County,Mississippi,Summer,Report 12290: Motorists have early morning sighting near Enterprise,32.1806,-88.864,6/15/2004,12290,Class A,dj8z1f71wd,87.7,79.5,73.7,71.8,78.7,72.8,0.93,0.136,100,['rain'],1013,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9.5,156.2,11.2
Clarke County,Mississippi,Fall,Report 35789: Possible wood knocks heard by a photographer near Quitman,32.09515,-88.68893,10/21/2010,35789,Class B,dj8ytfdxy1,82.2,60.5,42.8,46.4,67.2,0,0.46,0,0,,1017.1,Clear conditions throughout the day.,Clear,8,9.7,304.7,10.5
Lauderdale County,Mississippi,Spring,"Report 1342: Child sees a large, dark face staring at him from the bushes.",32.3372,-88.74805,4/30/1977,1342,Class A,dj8zuqz9ud,80.9,66,52.1,54.7,72.2,8.3,0.41,0,0,,1021.2,Clear conditions throughout the day.,Clear,,8.7,180,9.2
Lauderdale County,Mississippi,Summer,Report 13347: Possible daylight sighting by boy near Meridian,32.31255,-88.65135,8/15/1981,13347,Class B,dj8zydq41z,101.5,85.8,71.6,70.2,65.1,31.5,0.5,0,0,,1014.7,Becoming cloudy in the afternoon.,Partially cloudy,,5.6,173.6,8.5
Lauderdale County,Mississippi,Winter,Report 72081: Possible ongoing sasquatch incidents around rural property 17mi NE of Meridian,32.51638,-88.47103,1/7/2022,72081,Class B,djc0fz3mes,45.1,34.9,28.2,25.4,69.4,51.6,0.16,0,0,,1027,Clearing in the afternoon.,Partially cloudy,6,9.9,11.6,13.3
Silver Bow County,Montana,Winter,Report 1757: Two separate sets of large footprints found,46.05292,-112.571,12/15/1988,1757,Class B,c2pvyrsm9w,20.9,10,-3.4,1.1,70.2,20.7,0.25,0,0,,1042.2,Partly cloudy throughout the day.,Partially cloudy,,18,233.3,11.1
Sanders County,Montana,Spring,Report 8999: Woman reports riverbank sighting,47.62167,-115.3903,3/14/2004,8999,Class A,c2myyjr274,33.9,30.9,26.7,18.1,59.4,90,0.78,0.024,100,"['rain', 'snow']",1015.6,Partly cloudy throughout the day with late afternoon rain or snow.,"Snow, Rain, Partially cloudy",,9.8,258.4,11.4
Richland County,Montana,Winter,Report 1695: Motorist sees long-haired upright animal walking across snow-covered road,47.70667,-104.1922,12/31/1979,1695,Class A,c8mzmh9x3z,44.8,14.7,3.8,9.9,81.6,43.1,0.44,,0,,1021.2,Partly cloudy throughout the day.,Partially cloudy,,13.1,195.1,5.8
Ravalli County,Montana,Fall,Report 13383: Hunting guide recalls an encouter with a Bigfoot crouching behind a root ball in Bowls Creek,46.02962,-113.1198,10/11/1991,13383,Class A,c2ptcgktvx,79.7,51.9,30.9,29.4,49.3,0,0.12,,0,,1022.7,Clear conditions throughout the day.,Clear,,18.9,141.3,10.3
Phillips County,Montana,Winter,Report 33257: Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191,47.66724,-108.6873,1/8/2011,33257,Class A,c86xnv83f3,37.1,29.1,15,24.3,82.9,48.8,0.14,0.028,100,"['rain', 'snow']",,Partly cloudy throughout the day with early morning snow or rain.,"Snow, Rain, Partially cloudy",4,,296.2,19.5
Park County,Montana,Spring,"Report 1693: While scouting a timbered hill at 7000', hikers see a bipedal animal stand up & walk away",46.01833,-110.3308,5/20/1989,1693,Class A,c81tc37s4n,65.9,48.5,25.1,24.4,44.4,45.1,0.5,0,0,,1017.7,Partly cloudy throughout the day.,Partially cloudy,,27,271.5,22.9
Missoula County,Montana,Summer,Report 1614: Young horseback rider has a face-to-face encounter in the Rattlesnake Wilderness Area,46.97694,-113.8381,7/14/1977,1614,Class A,c2r51xcss0,80.9,62.8,42.2,39.2,47.5,8.9,0.95,0,0,,1019.9,Clear conditions throughout the day.,Clear,,26.2,322.1,9.2
Meagher County,Montana,Spring,Report 36281: Close daylight sighting by a fisherman near White Sulphur Springs,46.76389,-110.7781,5/29/2010,36281,Class A,c834p1jg7h,49.4,42.8,37.7,32.5,81.5,53.9,0.56,0.184,100,['rain'],,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",9,,291.8,11.2
Madison County,Montana,Fall,Report 30384: Cousins view a large biped figure on opening day near Virginia City,45.12266,-111.563,10/21/1978,30384,Class B,c808tq6699,58.1,46.5,36.4,29.3,52.8,81.6,0.68,0,0,,1015.9,Partly cloudy throughout the day.,Partially cloudy,,21.6,250.8,14.8
Lincoln County,Montana,Summer,Report 10260: Four climbers report repeated vocalizations,48.27011,-115.6418,7/4/1978,10260,Class B,c2tf8e21yb,65,61.5,57.8,,,100,0.98,,0,,,Cloudy skies throughout the day.,Overcast,,9.7,121.7,4.5
Lewis And Clark County,Montana,Summer,Report 1530: Fly Fisherman sees a hairy bipedal creature while trout fishing,46.76472,-111.8861,8/16/1977,1530,Class A,c826jcr00z,80.9,64,47.9,43.5,52.8,20.4,0.07,0,0,,1022.2,Clearing in the afternoon.,Partially cloudy,,26.3,300.3,11.4
Jefferson County,Montana,Winter,"Report 63148: Possible Daylight Sighting near Tizer Lakes, reported by snowmobilers",46.24,-111.75,3/9/2019,63148,Class B,c80x11dps2,27.4,15.2,6.6,7.9,73.3,42.4,0.11,0,0,,1018.1,Clearing in the afternoon.,Partially cloudy,7,8.9,305.4,6.8
Granite County,Montana,Fall,"Report 1518: Campers hear something ""running"" through camp & find very large footprints",46.18694,-113.6925,9/30/1994,1518,Class B,c2pnub5dkt,74.9,59.6,47.9,40.8,56.8,65,0.86,,0,,,Partly cloudy throughout the day.,Partially cloudy,,11.9,290,5.6
Glacier County,Montana,Fall,Report 1517: Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation,48.36139,-113.1236,10/2/1982,1517,Class A,c2xe1gcvt0,59.1,51.8,46.1,37.1,57.9,81.8,0.5,,0,,1008.9,Partly cloudy throughout the day.,Partially cloudy,,37.5,249.1,28.9
Gallatin County,Montana,Summer,"Report 1454: Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l Forest",45.22417,-111.125,6/3/1993,1454,Class A,c80cr2c1zu,54.1,48.2,41.3,36.3,64.2,98.3,0.47,0.177,100,['rain'],1013,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,22,65.8,15.6
Gallatin County,Montana,Spring,Report 63362: Three field biologists describe possible sasquatch vocalizations outside Big Sky,45.14665,-111.0834,7/3/1993,63362,Class B,c810b4xw31,51,47.4,44.5,44.9,91.1,99.7,0.5,1.662,100,['rain'],1005.7,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,8.4,244.8,17.8
Gallatin County,Montana,Summer,Report 50297: Horse boarder hears possible vocalizations late at night west of Belgrade,45.7922,-111.3637,11/26/2015,50297,Class B,c80u9b5qvs,19,5.6,-2.8,-0.5,76,6.5,0.53,0,0,,1038,Clear conditions throughout the day.,Clear,,9.6,170.7,7
Gallatin County,Montana,Spring,Report 51959: Possible tracks found along hiking trail outside Bozeman,45.61331,-110.7897,5/30/2016,51959,Class B,c815qztkuc,65,56.2,47,38.2,53.3,58.7,0.81,0.048,100,['rain'],1015.8,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,9.8,310.5,17.9
Glacier County,Montana,Summer,Report 12636: Video taken of running biped near Avalanche in Glacier National Park,48.68,-113.82,6/18/2003,12636,Class B,c2xhcvyv9c,90.4,71.9,52.4,52.3,54.8,3.3,0.64,0,0,,1005.5,Clear conditions throughout the day.,Clear,,9.9,134.1,13.2
Granite County,Montana,Summer,Report 34024: After exploring old gold mines a rock is thrown at a moving vehicle near Georgetown,46.30766,-113.1424,10/22/2010,34024,Class B,c2px3qh1wv,62.2,41.9,26.2,25.9,57.9,30.8,0.5,0,0,,1012.1,Partly cloudy throughout the day.,Partially cloudy,,11.1,274.1,13.9
Lewis And Clark County,Montana,Winter,Report 1533: Motorist & passenger see white creature standing off I-15,47.07444,-111.9625,12/20/1981,1533,Class B,c827u1xkkx,44.3,37.3,28.5,20.3,50.9,40,0.81,0,0,,1003.7,Partly cloudy throughout the day.,Partially cloudy,,32.7,236.2,20.5
Lewis And Clark County,Montana,Summer,Report 1519: Boys observe hairy man-like creature several times,47.04333,-112.7031,6/30/1982,1519,Class A,c2rge7up72,83.9,69.6,59.1,55.5,63.3,45,0.31,0.13,100,['rain'],1007.8,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,25.3,271.4,17.2
Lewis And Clark County,Montana,Fall,Report 562: Hunting party reports frightening vocalization,47.07954,-112.5649,11/10/1990,562,Class B,c2rgyd8dpw,65,53.8,44.4,29.1,40.6,71.8,0.77,0,0,,1017.4,Partly cloudy throughout the day.,Partially cloudy,,21.9,250.2,18.3
Lewis And Clark County,Montana,Summer,Report 5627: Woman reports afternoon sighting,46.83285,-112.702,7/12/1994,5627,Class A,c2rf7msvjh,81.8,64.9,45.5,43.4,47.8,59.4,0.14,0.236,100,['rain'],1018.6,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,27.3,329.9,16.1
Lewis And Clark County,Montana,Summer,Report 6170: Boy Scouts watch creature eating leaves along Dearborn River,47.12806,-111.9094,1/18/2004,6170,Class A,c82kj7qhcg,47,32.5,22.1,18.6,57.5,32.3,0.89,0,0,,1018.8,Becoming cloudy in the afternoon.,Partially cloudy,,8.9,217.6,15.9
Lewis And Clark County,Montana,Fall,,,,,28230,Class A,,,,,,,,,,,,,,,,,,
Lewis And Clark County,Montana,Spring,,,,,48616,Class A,,,,,,,,,,,,,,,,,,
Meagher County,Montana,Winter,Report 41782: Man-like figure seen running along a tree-line off Hwy. 12 near Checkerboard,46.59692,-110.6268,12/2/2012,41782,Class B,c8334dsn8x,54,43.1,34.5,29.9,60.3,59.9,0.64,0.032,100,['rain'],999.8,Partly cloudy throughout the day with rain or snow.,"Rain, Partially cloudy",,9.8,226.2,31.7
Mineral County,Montana,Spring,Report 65664: Sighting by trucker on Hwy 90 at Lookout Pass outside Tammany,47.43904,-115.6545,4/15/2020,65664,Class A,c2mvbhnbqy,30.8,28,20.9,23.8,84.3,73,0.75,0.272,100,"['rain', 'snow']",1017.7,Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"Snow, Rain, Partially cloudy",8,5.4,21.3,9.2
Missoula County,Montana,Summer,Report 1649: Witnesses hear two powerful vocalizations near their property on the Flathead Reservation,47.03222,-114.0906,7/13/1989,1649,Class C,c2qgeccy83,80.9,69,61.1,59.6,75,59.6,0.34,0.252,100,['rain'],1019.7,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,21.9,349.5,17.2
Missoula County,Montana,Summer,Report 9873: Woman reports sighting at the edge of backyard,47.06032,-114.0717,7/20/2004,9873,Class A,c2qgsppd0x,80,69.3,60.9,54.8,64.7,46.3,0.11,0.02,100,['rain'],1015.8,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.9,257.4,12.8
Missoula County,Montana,Winter,Report 10357: Two men report powerful vocalizations behind neighborhood,46.75889,-114.08,1/23/2005,10357,Class B,c2qfh01qr2,47,35.5,29,31.6,86.6,55,0.44,0,0,,1024,Partly cloudy throughout the day.,Partially cloudy,,6.1,225.1,3.4
Missoula County,Montana,Fall,Report 36727: Biologist observes a biped on a ridge outside Missoula,46.96508,-114.0725,9/13/2006,36727,Class B,c2qghjwzqj,79.1,62.8,44.9,31.6,34.3,0,0.7,0,0,,1010.2,Clear conditions throughout the day.,Clear,,7.2,301.3,21.9
Missoula County,Montana,Summer,,,,,40170,Class B,,,,,,,,,,,,,,,,,,
Missoula County,Montana,Spring,,,,,34899,Class B,,,,,,,,,,,,,,,,,,
Missoula County,Montana,Summer,Report 40412: Morning hike turns a veterinarian and her family into believers near Missoula,46.5252,-113.5911,7/20/2012,40412,Class B,c2r0xjtkzt,89.7,73.5,61.6,51,47.4,19.7,0.06,0,0,,1013.9,Clear conditions throughout the day.,Clear,8,10.9,329.8,18.3
Missoula County,Montana,Summer,"Report 59607: Campers describe stalking, rock-throwing and snapped trees in Lolo National Forest",46.93335,-113.8334,6/19/2018,59607,Class B,c2r4cxvn9d,69.2,59.8,53.1,51.2,74.7,86.1,0.21,0.036,100,['rain'],1019.3,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",6,9.9,323.3,10.3
Park County,Montana,Summer,Report 2995: A van driver and passenger observe a large animal walking,45.66722,-110.8069,8/22/2001,2995,Class A,c815y92yu4,89.9,71.8,48.7,38.3,33.1,7.3,0.12,0,0,,1010.3,Clear conditions throughout the day.,Clear,,9.6,132.3,12.5
Ravalli County,Montana,Fall,Report 21839: Trucker couple report daytime road-crossing sighting near Sula,45.82285,-114.0125,9/20/2005,21839,Class A,c2nuttf9kn,81.6,56.6,34.8,31.7,47.4,1.4,0.59,,0,,,Clear conditions throughout the day.,Clear,,9.9,298.5,12.1
Roosevelt County,Montana,Fall,Report 1700: Witnesses hear unusual screams while hunting & note local Indian stories regarding Bigfoot,48.03278,-105.8642,10/27/1984,1700,Class C,c8s9r0051r,29,21.5,11.9,16,79.3,85.8,0.11,0.06,100,['snow'],1015.9,Partly cloudy throughout the day with snow.,"Snow, Partially cloudy",,9.7,330.9,21.9
Sanders County,Montana,Winter,Report 63381: Daylight sighting by motorists near the Flathead River,47.25335,-114.45,12/1/2017,63381,Class A,c2qsgdhn9w,38.9,32.1,29,26.7,80.3,87.3,0.44,0,0,,1021,Partly cloudy throughout the day.,Partially cloudy,3,9.9,241.6,8.1
Silver Bow County,Montana,Summer,Report 25662: Hiker spots a bigfoot in the mountains east of Butte,45.9754,-112.4554,8/15/2007,25662,Class A,c80j9186p7,87.9,64.1,42.9,25.3,29,7.5,0.09,0,0,,1015.5,Clear conditions throughout the day.,Clear,,3.6,113.5,5.8
Flathead County,Montana,Fall,Report 21907: Possible sighting and wood knocks heard near Swan Lake,47.60413,-113.7593,3/20/2010,21907,Class B,c2rng6540j,55.7,36.2,19.7,15.7,48.5,0,0.17,0,0,,1024.6,Clear conditions throughout the day.,Clear,,9.9,349,5.8
Cascade County,Montana,Spring,"Report 1208: Vocalizing, smelly animal circles cabin",47.17833,-111.9744,3/14/1982,1208,Class C,c82k7uw9xq,52,41.6,32.2,27.6,59.1,94.1,0.66,0.01,100,['rain'],1004,Cloudy skies throughout the day with late afternoon rain.,"Rain, Overcast",,31.7,282.5,7.7
Carbon County,Montana,Summer,Report 36008: Photograph taken of a figure sitting by a creek outside Red Lodge,45.28074,-109.5528,6/30/2012,36008,Class B,c841e5456t,84.6,68.4,51.5,39.4,39.5,12.5,0.39,0,0,,,Clear conditions throughout the day.,Clear,10,,66.8,4.9
